cal_year,engine_cc,vehicle_value,age,ncd_level,gross_amount
2023,1740,41627,74,1,17215.82887
2019,880,25037,58,2,12546.58906
2021,660,19550,59,1,38108.59272
2023,877,23409,42,0,10700.07512
2023,877,23409,42,0,9935.674036
2024,600,9388,39,2,3759.769027
2022,627,15664,43,2,14830.7518
2024,627,15664,45,1,11213.82765
2016,1303,33253,22,1,13740.0087
2017,1303,33253,23,0,3731.173262
2018,1303,33253,24,0,8222.497345
2022,600,18668,27,0,1640.819167
2018,600,15794,26,0,3874.707049
2018,600,15794,26,0,14178.09387
2019,600,15794,27,0,9250.466915
2022,3399,84155,37,5,4890.15908
2023,3399,84155,38,3,10161.92966
2019,647,18922,34,3,3492.770062
2020,647,18922,35,1,8373.775535
2022,600,14061,30,3,10424.43962
2023,600,14061,31,1,2036.235508
2022,600,12541,39,5,2405.048655
2023,600,12541,40,3,5124.170574
2023,716,11978,33,5,2941.70907
2017,600,16125,43,3,2204.523128
2021,600,16125,47,4,3876.627689
2021,600,16125,47,4,3165.135274
2020,600,18251,45,3,4764.592488
2021,600,18251,46,1,18028.46666
2024,600,13019,52,3,43419.02784
2017,600,9410,23,2,2078.692709
2020,604,17890,49,3,7869.843004
2017,4134,89117,32,1,6321.199432
2021,2050,47879,49,2,8610.009836
2023,2050,47879,51,1,2910.228333
2023,1281,31727,33,1,15529.01021
2021,600,14321,29,4,5745.024967
2022,600,14321,30,2,1897.76037
2022,600,14321,30,2,5783.640664
2022,600,15368,33,3,4293.186226
2022,600,15368,33,3,13381.97637
2023,600,15368,34,1,15550.20208
2020,3460,72625,41,4,60439.38654
2020,3460,72625,41,4,64809.49588
2023,2028,47689,42,5,31617.45424
2022,721,19109,44,2,5258.333744
2019,2967,68307,57,2,5959.428215
2019,2967,68307,57,2,7286.182509
2020,2967,68307,58,0,10366.72816
2022,2967,68307,60,1,8163.927824
2021,801,15584,33,2,32768.73395
2021,801,15584,33,2,9467.355872
2024,801,15584,36,2,5732.216278
2024,801,15584,36,2,3153.934715
2023,2814,64123,59,1,17514.6726
2019,1250,25193,23,1,11387.30806
2023,600,14670,30,3,122.0732694
2024,1182,36065,59,5,11481.54676
2020,679,21680,64,2,11395.53401
2021,1936,43734,45,3,135250.828
2021,1936,43734,45,3,16069.21308
2021,1936,43734,45,3,62825.2315
2018,1254,35144,36,0,2112.962037
2020,600,12372,26,2,5668.490429
2020,600,13991,45,3,21030.20043
2023,600,13991,48,3,8548.805873
2023,600,11726,59,3,53968.63577
2018,600,9410,51,1,11501.10105
2022,600,13566,38,5,1547.277567
2023,600,13566,39,3,2490.10258
2024,600,12657,43,2,14812.84169
2023,600,16595,30,5,5834.624447
2019,619,14817,23,2,6262.986333
2023,619,14817,27,2,6065.382859
2024,619,14817,28,0,3801.205937
2023,600,10363,27,5,1262.783673
2020,659,14852,43,3,3977.591187
2023,2994,66171,36,3,9680.162279
2022,600,13525,41,3,11618.72298
2018,600,14010,34,0,2685.589323
2023,864,26323,61,4,20638.41334
2019,600,15733,21,2,12603.22236
2019,600,15733,21,2,6740.006251
2019,600,15733,21,2,2266.853671
2019,600,15733,21,2,6577.170383
2020,600,15733,22,0,9295.138942
2024,649,15814,34,3,4311.140069
2024,649,15814,34,3,41800.1305
2023,1781,48952,26,2,20702.4374
2023,1781,48952,26,2,11893.73708
2023,825,17091,55,2,11413.29237
2024,600,11604,52,5,4317.959543
2023,846,23406,75,5,48651.79476
2024,846,23406,76,3,21476.60107
2022,747,18250,52,3,64663.09942
2022,747,18250,52,3,6877.175473
2024,600,14026,60,3,26252.88224
2022,669,13370,42,2,10868.38898
2018,1339,38046,29,2,33821.48873
2023,600,7323,38,2,3803.648181
2024,600,7323,39,0,2278.704243
2024,600,7323,39,0,3037.869056
2021,600,12977,26,1,3458.42204
2024,600,8671,32,4,17638.90259
2016,6000,90000,59,2,9868.777927
2022,600,9938,34,1,42975.87655
2018,600,17074,44,1,8423.18684
2016,2399,61462,55,1,10118.91585
2017,2399,61462,56,0,1517.647759
2023,2399,61462,62,5,3101.155289
2024,2043,50899,41,4,5461.814304
2024,2043,50899,41,4,11735.10951
2024,2043,50899,41,4,10616.38797
2019,600,10835,51,3,12354.87588
2019,600,10835,51,3,99750.23579
2021,600,10835,53,2,14585.88964
2023,600,10835,55,1,22994.58824
2024,944,18785,37,1,19849.56859
2024,944,18785,37,1,18338.47166
2018,600,11865,27,0,8008.936687
2019,600,11865,28,0,17978.36527
2020,600,11865,29,0,5127.462534
2023,600,12291,55,1,5082.732269
2017,600,9778,25,1,4118.462878
2018,600,9778,26,0,2084.709372
2021,909,25328,46,1,12341.09656
2022,909,25328,47,0,7999.670842
2024,933,26811,72,5,18191.94644
2021,600,12299,40,5,7604.826403
2020,600,9653,37,2,7053.618451
2021,600,9653,38,0,4732.744984
2024,600,9653,41,2,4977.511194
2017,623,18227,65,2,3433.332274
2018,1207,37509,37,1,13935.16965
2020,1207,37509,39,1,9589.287387
2024,600,19476,50,3,9455.491137
2019,1141,35963,47,3,8949.142267
2020,712,15049,26,1,3900.640375
2020,712,15049,26,1,3223.257053
2020,712,15049,26,1,14459.35648
2022,712,15049,28,1,4990.467392
2023,712,15049,29,0,14625.17164
2024,600,12046,38,4,18458.97812
2024,1111,28450,30,3,28728.08809
2021,600,11873,43,2,11088.59864
2023,1514,39335,35,0,1447.088764
2019,814,19826,41,3,17951.62854
2022,762,16669,31,1,6217.170534
2023,649,15461,44,0,9044.29207
2023,1200,39188,44,2,24970.09359
2024,973,27719,48,5,5453.886834
2021,788,26891,37,3,6655.031437
2021,788,26891,37,3,8342.924667
2023,788,26891,39,2,669.590595
2023,788,26891,39,2,7908.667398
2024,600,12691,46,1,18428.73231
2018,2184,51641,57,2,15343.72252
2021,722,16039,53,0,789.078679
2021,722,16039,53,0,4894.915032
2022,603,22229,58,4,6835.182569
2018,1234,35505,50,3,9640.59196
2018,1234,35505,50,3,14679.08159
2020,1234,35505,52,2,34696.25302
2020,851,23051,53,1,17974.44124
2021,851,23051,54,0,7188.435412
2024,854,25514,39,3,1769.532756
2023,1128,34475,27,2,22779.31179
2021,600,8451,32,2,13609.97002
2018,600,8702,28,2,1718.322941
2022,600,16695,24,2,26121.43817
2022,600,16695,24,2,19187.54319
2022,600,16695,24,2,6704.864307
2022,600,16695,24,2,8301.014484
2024,842,21047,62,3,8406.090409
2020,600,12726,61,1,21516.31703
2023,1966,50465,49,5,10818.94094
2024,1966,50465,50,3,1955.825345
2016,1124,31929,67,2,7374.098623
2017,1124,31929,68,0,7042.114508
2018,748,18024,42,2,14462.36458
2019,748,18024,43,0,13581.45585
2019,665,15269,41,3,4277.205469
2021,665,15269,43,2,7978.365137
2024,665,15269,46,2,6446.86489
2023,700,18505,56,0,3877.876785
2024,700,18505,57,0,5953.68678
2018,1367,37445,55,2,17289.3532
2020,600,19040,30,1,66476.9395
2021,600,19040,31,0,14140.57137
2017,600,10443,50,2,1228.340339
2020,600,10443,53,2,26903.12735
2023,600,16956,52,1,6544.643269
2021,600,11739,48,2,5171.773104
2022,895,20876,26,1,8685.986597
2024,895,20876,28,1,13221.82489
2020,625,18990,35,1,10111.08108
2024,657,16105,41,2,21013.00786
2020,600,10666,32,3,3396.930912
2018,2011,53130,21,0,21425.49913
2021,600,16583,23,1,13255.24287
2021,600,16583,23,1,20974.45175
2021,600,16583,23,1,3995.482541
2021,600,16583,23,1,6586.074724
2022,600,16583,24,0,13057.01464
2023,600,16583,25,0,22910.82753
2023,600,16583,25,0,22998.42981
2023,600,16583,25,0,19196.68713
2023,600,16583,25,0,10144.62356
2024,600,16583,26,0,3433.786212
2023,600,19482,51,3,13661.27018
2022,600,12919,54,1,11595.47
2018,1096,32017,36,2,8180.40545
2020,1096,32017,38,1,38792.61382
2020,1096,32017,38,1,16854.14039
2023,1096,32017,41,2,11279.03849
2024,1096,32017,42,0,5545.887224
2024,1096,32017,42,0,4736.862965
2024,600,14996,63,5,12752.6637
2018,600,7637,26,0,4263.926602
2021,600,15193,49,1,13266.43114
2022,600,10655,54,0,2270.433511
2022,600,10655,54,0,5090.76571
2021,754,16890,42,2,55423.31373
2024,2090,47936,50,5,17011.47096
2024,2090,47936,50,5,13851.87951
2024,2090,47936,50,3,50851.94354
2019,600,12046,40,2,18530.23207
2021,600,12046,42,1,12494.19932
2024,600,12046,45,2,7231.81103
2024,600,12621,62,2,12684.19851
2020,690,23200,37,2,3393.722991
2024,690,23200,41,3,4648.549795
2021,600,10859,35,2,1502.400105
2021,600,10859,35,2,25321.48859
2021,600,21167,58,3,10584.30023
2021,600,21167,58,3,6733.762028
2022,600,17724,53,2,1184.055
2023,600,17724,54,0,3134.322923
2019,1182,27336,55,2,1484.304356
2024,1376,25906,50,5,5568.960114
2024,600,11514,31,2,9175.283547
2024,729,17393,48,5,5706.136791
2018,600,9785,31,1,13104.73498
2021,600,9785,34,2,20626.15377
2017,600,12378,31,1,16441.78076
2018,1173,28293,53,3,28745.49037
2019,1173,28293,54,1,2988.33276
2019,668,23072,30,2,3419.911153
2020,668,23072,31,0,16080.9584
2023,668,23072,34,2,34276.27408
2023,668,23072,34,2,4245.686964
2023,703,22719,66,5,1837.1447
2024,1264,36690,60,4,9436.802958
2023,600,12875,38,4,5055.743756
2023,600,12875,38,4,5939.778901
2020,600,6484,40,3,9271.390893
2021,600,13506,46,1,5835.005782
2019,600,11836,20,1,3586.835384
2019,600,11836,20,1,5774.164668
2020,600,11836,21,0,10468.32604
2020,600,11836,21,0,4400.489235
2021,600,11836,22,0,3018.639947
2024,600,10596,67,3,10065.92416
2022,600,10584,63,5,7208.125291
2024,600,10584,65,4,17298.91265
2024,600,15864,59,3,978.2282822
2020,600,18454,51,3,14355.29523
2022,600,18454,53,2,3005.26553
2018,1329,29159,23,1,15115.0978
2018,1329,29159,23,1,8051.592928
2018,1329,29159,23,1,40016.70865
2020,1329,29159,25,1,39220.90281
2020,1135,32241,53,4,9209.718524
2022,1135,32241,55,3,4403.54921
2023,600,10901,56,4,1791.947275
2024,674,9930,33,1,28092.39593
2018,600,9843,52,4,2367.899093
2019,600,9843,53,2,7140.746042
2021,600,9843,55,1,30491.38706
2021,600,16370,63,1,7845.548405
2019,933,23767,33,3,17355.68071
2022,933,23767,36,3,5840.457035
2023,933,23767,37,1,7586.180142
2023,789,25351,56,4,33145.21918
2023,789,25351,56,4,10538.38212
2018,1702,42583,71,4,10869.35006
2022,1702,42583,75,5,11176.4349
2023,1702,42583,76,3,8770.304265
2020,600,14025,23,3,9223.072009
2018,1416,32935,30,2,13905.1189
2021,1416,32935,33,2,16542.74246
2022,1416,32935,34,0,12671.72252
2024,875,18182,43,4,8133.642764
2019,600,16277,34,0,1220.699631
2023,600,16419,49,2,7540.829594
2024,600,16419,50,0,1473.520023
2020,941,25928,51,1,4445.779346
2022,941,25928,53,1,8140.663317
2023,941,25928,54,0,22127.79044
2017,600,14613,22,0,7906.185456
2018,600,14613,23,0,817.712617
2020,600,14613,25,1,6975.224608
2021,600,14613,26,0,16981.24226
2021,600,14613,26,0,11729.69741
2020,600,13227,66,5,6941.275394
2023,600,13227,69,5,4072.459367
2023,600,11359,55,2,51749.13986
2023,600,11359,55,2,2432.952737
2019,810,26144,49,2,1935.969743
2019,810,26144,49,2,7521.074546
2019,600,14353,42,1,5357.580508
2019,600,14353,42,1,13884.92163
2024,600,14353,47,4,4590.347045
2022,600,7442,25,2,5045.507218
2023,600,7442,26,0,4763.179113
2021,600,13260,55,5,3480.712546
2021,600,13260,55,5,18656.0378
2022,600,13260,56,3,43909.85149
2023,775,20731,25,3,22744.57787
2024,775,20731,26,1,77402.83201
2018,600,9705,44,0,12640.46792
2019,600,9417,36,3,8995.306565
2019,600,9417,36,3,4434.946458
2024,600,11715,42,4,3635.622553
2023,2536,58196,52,3,9023.740173
2018,2013,44380,52,3,5106.166392
2019,600,11723,30,3,7090.313353
2024,1431,42566,46,1,2874.755266
2021,600,13800,50,0,13759.18714
2019,600,15208,27,1,9535.480125
2022,1378,34524,51,3,16696.7192
2023,1378,34524,52,1,26663.21713
2018,600,8621,50,1,15381.15512
2019,600,8621,51,0,11532.43567
2020,600,8621,52,0,7110.314464
2018,895,20894,26,0,1965.389575
2019,895,20894,27,0,12730.42072
2019,895,20894,27,0,7249.693541
2019,895,20894,27,0,13565.27358
2024,743,19079,58,5,7687.961192
2017,823,24148,34,1,13539.84494
2017,823,24148,34,1,11779.11382
2017,823,24148,34,1,16314.64302
2018,730,12593,26,2,3407.373935
2024,600,6823,63,3,12915.29971
2017,628,13706,45,2,17726.94085
2019,628,13706,47,1,6587.550072
2023,656,13003,50,3,12619.26226
2024,656,13003,51,1,15075.6564
2017,600,19169,48,2,5221.556241
2017,600,19169,48,2,7028.074182
2017,647,20783,40,2,6709.39621
2020,600,11314,44,0,11732.34429
2017,600,10159,28,0,5255.86717
2018,2264,48833,37,2,22745.79684
2019,1359,38596,36,0,4278.202997
2021,1359,38596,38,1,16881.56363
2023,600,14621,37,5,15913.45563
2021,1552,35995,44,1,2989.8823
2022,1552,35995,45,0,6097.781416
2023,623,14820,59,1,8448.982837
2019,1226,32222,52,0,1121.467476
2024,1226,32222,57,4,7007.59258
2020,884,20748,57,3,10096.96579
2023,4099,90000,53,4,17088.33075
2019,600,17342,24,1,10879.60983
2020,600,17342,25,0,5482.419833
2020,600,17342,25,0,6868.48931
2019,764,15891,21,0,2505.531743
2020,764,15891,22,0,9525.736507
2023,712,22574,47,5,8366.809495
2023,617,16254,36,4,12309.83091
2019,600,15461,43,1,32422.86142
2017,600,13123,57,2,3000.323374
2017,600,13123,57,2,7287.852029
2019,600,19346,24,3,7117.596865
2022,600,19346,27,3,1469.414557
2022,1173,25022,52,0,14462.98854
2021,600,21256,41,1,7925.447134
2022,600,21256,42,0,14200.97166
2022,726,18691,47,3,38959.93029
2018,600,14626,23,1,43847.4559
2020,600,14626,25,1,7100.355611
2020,600,14626,25,1,10628.15197
2020,600,14626,25,1,7796.725938
2021,600,14626,26,0,16275.01261
2023,600,14626,28,1,9463.690889
2023,600,14626,28,1,4671.527408
2024,600,16213,27,3,10413.51195
2024,600,16213,27,3,20310.46621
2018,986,23269,47,3,4734.696165
2018,905,27101,33,2,23478.02629
2019,905,27101,34,0,2487.283126
2021,905,27101,36,1,6768.584868
2023,600,11839,33,4,9371.397722
2022,693,11741,34,3,12126.77634
2018,735,19405,38,2,5897.178775
2023,600,10766,35,4,23135.08288
2024,2221,50941,53,5,18490.81497
2023,712,12420,53,5,7593.841605
2021,1415,37469,64,2,4497.160541
2021,1415,37469,64,2,3571.848229
2017,600,14682,37,0,3775.570031
2019,600,14682,39,1,8633.759641
2024,600,14682,44,2,10068.63899
2023,1648,35135,27,3,6382.446569
2018,600,15278,37,2,26946.87365
2018,600,16482,34,0,2923.600663
2022,600,9530,56,5,13563.11779
2024,600,9530,58,4,694.2516811
2020,600,10525,26,0,7734.640477
2020,600,10525,26,0,8898.707337
2023,600,10525,29,2,2406.844488
2023,600,10525,29,2,1755.821274
2021,600,13987,35,2,6612.779076
2022,600,13987,36,0,12353.56806
2019,600,11963,60,2,70395.61783
2016,1851,39573,48,2,16694.58294
2023,754,23158,34,2,34560.3638
2017,600,12204,33,1,851.4314517
2024,600,10863,37,0,12377.9785
2016,600,17424,19,1,8906.092729
2018,600,17424,21,1,6911.852826
2018,600,17424,21,1,2356.059296
2018,600,17424,21,1,1572.290399
2019,1617,42872,50,1,5976.152297
2020,1617,42872,51,0,9151.971751
2019,2641,60473,28,3,3647.996011
2019,1027,21352,67,2,8354.979138
2018,1533,38892,39,2,5407.19862
2019,1533,38892,40,0,33682.45551
2021,600,10871,67,2,24958.96668
2016,3121,70802,23,1,9319.067771
2017,3121,70802,24,0,5755.077172
2017,3121,70802,24,0,9842.923517
2023,1022,25699,70,3,1975.495898
2023,1022,25699,70,3,12079.57176
2021,820,15343,56,1,16738.94397
2019,600,12432,33,0,2679.206303
2021,600,12432,35,1,3079.842427
2022,600,12432,36,0,1757.429596
2021,1919,44885,28,4,8399.514353
2022,1919,44885,29,2,11568.09057
2024,600,15002,29,0,5418.463936
2023,1016,21444,52,0,5012.538505
2017,600,18825,52,2,11969.30758
2022,600,18604,36,1,5256.124025
2017,600,14049,47,2,22708.31322
2022,600,14049,52,4,20878.1746
2018,754,19707,69,1,7625.515353
2018,754,19707,69,1,1809.374915
2018,754,19707,69,1,9631.328195
2021,1353,38142,56,5,7496.16769
2023,1353,38142,58,4,3411.21113
2021,600,11455,22,1,14835.91748
2019,989,27376,23,0,10979.07926
2020,989,27376,24,0,1679.422979
2023,600,17156,36,5,11456.65449
2023,600,17156,36,5,4577.449506
2023,600,13704,33,4,28198.80977
2019,927,25216,23,4,5425.935413
2020,927,25216,24,2,6569.370153
2022,927,25216,26,1,16223.01396
2019,600,16077,49,4,9115.342176
2021,1499,32899,44,2,6832.968035
2020,600,10784,29,2,10786.12649
2020,600,10784,29,2,1658.875778
2021,600,10784,30,0,4212.890067
2021,600,10784,30,0,3722.178657
2021,600,10784,30,0,3838.194643
2023,717,26546,40,2,13593.96816
2024,717,26546,41,0,6519.21053
2022,1211,34061,59,2,22901.68388
2022,1211,34061,59,2,94252.83705
2019,727,17400,46,2,11688.38448
2018,610,22655,43,0,2991.478079
2019,789,18049,33,2,33132.10513
2020,789,18049,34,0,53473.17642
2021,1221,32997,65,4,3624.960013
2024,690,13780,42,3,13107.83322
2024,690,13780,42,1,8167.571003
2020,1829,48741,58,4,1624.464307
2023,896,22814,51,1,9863.682805
2019,894,17692,26,1,7079.284834
2022,1083,27515,23,2,9706.167107
2023,1083,27515,24,0,14724.36525
2024,600,16295,45,1,5231.744056
2018,1221,30510,36,2,5222.539602
2021,1221,30510,39,2,18619.05586
2022,1221,30510,40,0,11622.95067
2023,1221,30510,41,0,5625.829458
2023,1221,30510,41,0,3056.881335
2022,1301,32151,49,1,5202.394933
2023,600,8292,65,3,9629.539081
2023,600,8292,65,3,8802.078851
2023,600,8292,65,3,20296.69152
2023,600,8292,65,3,23054.78532
2019,600,16357,57,3,12569.68656
2024,1293,29359,47,5,511.1379862
2024,600,7251,54,5,27921.40312
2024,600,10153,27,2,22571.41198
2020,884,22845,33,0,2590.918333
2021,685,17527,35,3,15214.61029
2021,600,15383,46,3,1818.660897
2018,796,23722,48,0,14244.42082
2017,600,14777,39,2,7376.340969
2024,600,14777,46,5,6583.651214
2020,1702,45520,24,3,11036.05321
2020,1702,45520,24,3,48349.01078
2020,1702,45520,24,3,4179.799373
2021,1702,45520,25,1,11061.39701
2024,600,18874,33,2,5097.539875
2024,600,18874,33,2,18429.55637
2021,600,13923,44,1,1474.275462
2023,600,13923,46,1,27842.83364
2022,600,12517,42,3,5359.926472
2024,600,12517,44,2,7017.430752
2022,610,18747,68,3,4366.463039
2024,2334,57253,64,5,10385.23439
2023,600,9187,42,5,10106.50975
2023,600,9187,42,5,3015.519905
2024,600,9187,43,3,12926.37241
2019,1969,43610,43,5,5256.197605
2019,600,11044,30,1,12519.66848
2020,600,11044,31,0,16910.01251
2023,600,11057,49,2,7801.94701
2022,600,10095,30,1,8235.370271
2022,600,10095,30,1,16436.67257
2023,3192,65000,55,3,5095.445902
2024,797,16442,39,1,3596.425561
2024,797,16442,39,1,15698.36112
2023,600,17855,43,5,31556.47566
2019,600,9479,42,0,9687.03111
2019,1172,26778,39,1,5854.649463
2022,1172,26778,42,2,13203.07734
2021,1405,32721,65,5,39457.00261
2021,986,21029,55,3,682.7916865
2017,1034,28011,36,1,19097.87473
2021,719,13289,28,2,6282.728549
2022,719,13289,29,0,5230.799043
2022,719,13289,29,0,6859.47197
2023,719,13289,30,0,5456.252631
2024,719,13289,31,0,9416.102618
2024,719,13289,31,0,20931.41118
2020,600,17830,48,4,2015.986281
2017,1774,43439,40,3,43702.95538
2020,1774,43439,43,3,17569.71538
2017,2112,48151,37,3,10319.74172
2017,2112,48151,37,3,4054.599517
2016,761,19475,21,0,4140.790254
2017,761,19475,22,0,3270.715086
2017,761,19475,22,0,8758.216506
2022,761,19475,27,4,16448.50724
2022,761,19475,27,4,5915.859109
2021,1101,28491,41,4,80716.44102
2022,1101,28491,42,2,3392.939318
2023,1101,28491,43,0,6556.640483
2024,1101,28491,44,0,3831.843873
2024,1101,28491,44,0,13988.62655
2024,1101,28491,44,0,17334.13902
2020,600,10957,21,0,5806.055493
2021,600,10957,22,0,15922.74011
2017,610,20094,52,2,5616.2169
2016,600,22116,57,2,9230.037775
2020,600,22116,61,3,4811.412733
2021,600,22116,62,1,7783.773426
2021,600,13656,46,4,47799.37785
2021,600,13656,46,4,9877.897425
2022,600,13656,47,2,18458.11678
2016,600,11318,51,2,4399.155664
2017,600,9753,34,2,3052.827471
2020,600,9753,37,2,18730.87382
2023,1170,24748,41,0,7585.06224
2020,831,28012,35,1,25818.89702
2020,831,28012,35,1,26530.19216
2022,1375,31010,25,1,8157.556295
2023,1375,31010,26,0,32844.20712
2023,1375,31010,26,0,4635.980591
2024,1375,31010,27,0,13023.24127
2024,600,12995,45,4,3404.481914
2018,624,12025,29,2,2445.092377
2024,600,21482,58,1,3728.147714
2019,1217,29227,35,1,556.9606241
2021,1217,29227,37,1,1678.630228
2019,1236,31451,35,3,16254.02777
2022,1236,31451,38,3,10736.59665
2023,1164,28812,68,3,25187.06069
2017,1805,50295,37,0,9285.420353
2017,1805,50295,37,0,24605.84989
2017,1805,50295,37,0,7124.02404
2017,1967,45477,18,2,4266.401668
2018,1967,45477,19,0,2225.013054
2023,600,16354,44,5,3362.407255
2022,760,21224,62,1,14861.54447
2018,3203,65000,56,1,4025.980435
2020,3203,65000,58,1,13680.47093
2018,600,16455,26,2,10245.40346
2018,2924,71344,21,2,7998.198609
2018,2924,71344,21,2,19945.1701
2018,600,11815,36,4,15494.02908
2019,600,11815,37,2,7320.441053
2021,600,11815,39,1,5111.191301
2024,600,11815,42,2,3426.777179
2021,828,21868,22,0,14464.95666
2021,2048,51422,48,4,26855.96893
2022,2048,51422,49,2,6240.186448
2022,1347,31289,59,2,31158.05537
2021,640,16606,63,5,292.8791374
2024,1424,42267,57,3,20147.29425
2019,2549,61708,40,1,56119.63168
2019,2549,61708,40,1,11720.21716
2022,2549,61708,43,2,27682.67872
2019,600,9696,37,2,3878.18067
2019,600,9696,37,2,2751.420688
2020,1363,33586,32,2,5587.937986
2017,1034,25554,22,1,7703.403501
2021,600,19567,50,2,8407.322252
2021,600,19567,50,2,7113.755404
2021,600,14224,53,1,5343.325825
2017,600,18251,41,2,7424.166074
2024,754,20935,61,5,5258.852398
2021,600,14496,32,4,6659.432959
2020,840,19656,38,5,12394.49477
2020,840,19656,38,5,25459.2087
2021,694,14928,48,2,93798.17237
2019,904,28470,39,2,4902.046774
2019,904,28470,39,2,35915.77777
2019,904,28470,39,2,2128.059881
2020,904,28470,40,0,26151.71886
2022,904,28470,42,1,8973.796147
2024,893,27376,35,0,33600.64255
2018,600,16347,56,2,2359.533313
2024,600,15184,30,4,9948.226556
2024,600,15184,30,4,24196.14622
2018,673,17765,41,1,55924.9751
2024,673,17765,47,5,26063.44071
2023,600,14973,40,5,14959.04785
2023,600,14973,40,5,19470.39708
2023,600,14973,40,5,9171.2282
2018,1195,30964,38,1,73887.94574
2020,1195,30964,40,1,13300.53972
2020,1195,30964,40,1,24432.122
2023,1195,30964,43,2,12905.64229
2022,600,13792,46,3,33805.32666
2022,600,13792,46,3,9409.870345
2024,600,13792,48,3,11624.56605
2024,600,13792,48,3,17537.54431
2021,2068,52547,44,2,18556.99351
2024,600,12125,26,1,9458.893487
2017,914,23550,23,1,15425.19101
2018,914,23550,24,0,8494.371458
2022,914,23550,28,3,26112.66627
2022,914,23550,28,3,29329.32822
2020,600,11035,30,4,2177.718036
2021,600,11035,31,2,10090.09707
2018,600,18230,35,2,12238.92432
2018,600,18230,35,2,2352.434663
2018,600,18230,35,2,17448.1662
2021,600,18230,38,2,1798.91233
2021,600,18230,38,2,19970.83249
2021,600,18230,38,2,6919.512999
2020,887,26034,30,1,8882.758991
2019,867,21504,26,1,5843.1543
2019,867,21504,26,1,27582.43578
2019,867,21504,26,1,14789.47988
2020,867,21504,27,0,24871.36355
2019,1237,31503,29,0,29596.60938
2019,1237,31503,29,0,15892.33349
2020,1237,31503,30,0,7961.8702
2017,2098,48948,22,0,5615.741107
2020,600,15502,43,4,11436.08021
2021,600,10041,39,5,10714.95985
2021,600,10041,39,5,6971.747185
2022,600,10041,40,3,14581.16341
2022,600,13631,37,3,6628.483069
2022,600,13631,37,3,14052.79235
2017,600,13636,43,2,10494.92121
2022,600,18396,38,1,13240.20568
2019,600,9252,34,1,2711.451946
2023,600,13915,64,3,16764.77622
2023,600,13915,64,3,16845.52415
2023,600,13915,64,3,9881.185645
2024,600,13915,65,1,11253.51997
2018,600,7729,26,1,7241.316364
2019,600,7729,27,0,7970.139775
2020,600,7729,28,0,4741.200185
2020,600,7729,28,0,16527.66828
2020,600,7729,28,0,36385.93278
2020,600,7729,28,0,5485.598099
2020,600,7729,28,0,9198.506177
2020,600,7729,28,0,27198.1468
2018,661,12193,46,2,18910.56246
2022,1105,27114,44,3,10982.69313
2023,600,9859,34,4,2286.241364
2020,600,17274,41,0,5243.513615
2023,600,17274,44,2,17804.13569
2022,797,25923,58,1,6014.176182
2017,600,16669,29,2,6160.852042
2018,600,16669,30,0,11016.04278
2024,600,14453,67,5,23223.78202
2021,621,21228,45,5,10222.79669
2024,1475,42102,70,3,26600.42904
2024,1475,42102,70,1,6108.898224
2023,600,10240,50,2,10138.42509
2024,600,19800,37,3,6548.376137
2021,600,16681,39,3,38163.15006
2024,2425,57245,38,0,6476.740232
2018,1260,29513,19,0,13513.38735
2020,1260,29513,21,1,9603.871555
2021,600,12381,60,2,2851.378159
2024,600,11964,66,4,16199.77377
2020,600,8576,24,3,13225.73277
2024,3318,76033,49,4,307.4933524
2020,600,10432,36,0,28754.62412
2020,600,10432,36,0,5034.574574
2021,600,10432,37,0,5607.034415
2021,600,10432,37,0,38016.91843
2021,600,10432,37,0,8054.684857
2022,600,10432,38,0,12767.37037
2024,600,5497,29,5,20706.78056
2024,600,5497,29,5,5596.758675
2017,1842,42767,54,3,2325.511136
2017,600,7412,44,1,9658.53558
2021,600,15869,40,4,40247.27479
2022,600,14047,49,0,11065.28493
2022,600,14047,49,0,45237.51782
2022,600,14047,49,0,13545.40066
2022,600,14047,49,0,12807.16145
2023,600,14047,50,0,40849.68541
2019,600,10252,41,4,6620.064192
2019,915,36433,58,4,27726.11594
2019,1448,44092,51,3,43844.84563
2024,1448,44092,56,5,10081.68479
2019,600,10000,38,1,12641.9596
2019,600,10000,38,1,7844.498637
2019,600,10000,38,1,23720.40556
2022,600,10000,41,2,15863.98186
2017,600,11748,63,3,4396.506939
2016,693,16935,47,1,3293.279981
2017,693,16935,48,0,5569.137089
2023,600,7174,61,2,4515.512492
2023,953,27056,24,1,3261.672911
2024,953,27056,25,0,22983.61225
2024,953,27056,25,0,5471.436654
2020,600,12163,41,4,3402.411027
2024,600,10428,41,2,14851.14872
2021,600,13198,37,2,24708.03721
2022,600,13198,38,0,18701.35135
2023,600,13198,39,0,15647.62933
2023,600,13198,39,0,5706.153662
2021,600,11268,25,0,19347.4722
2019,604,18767,29,2,8659.790138
2019,604,18767,29,2,6771.54372
2020,604,18767,30,0,3628.883006
2024,726,16577,61,1,12749.75621
2024,867,19975,25,0,1372.651357
2021,600,9551,56,4,15354.28937
2019,1046,29057,44,2,11251.59159
2021,600,15522,66,4,13043.64316
2018,600,10450,39,2,2251.197898
2018,650,16420,24,1,3796.426288
2018,650,16420,24,1,5063.962374
2018,650,16420,24,1,907.715094
2022,600,13651,42,1,5071.009445
2019,997,26140,27,2,27239.01304
